,ticker,class_code,figi,uid,type,min_price_increment,scale,lot,trading_status,api_trade_available_flag,currency,exchange,buy_available_flag,sell_available_flag,short_enabled_flag,klong,kshort
0,CNX,SPBXM,BBG000CKVSG8,82f8d11f-0307-45c3-bb94-8758a2f673a3,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
1,SLM,SPBXM,BBG000BBCQD7,f8e85601-10e3-4af6-a44b-b7d2ca3f7f62,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
2,ACLS,SPBXM,BBG000DW34S2,98da7119-dc33-4567-ae41-1944f6f49334,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
3,AMPH,SPBXM,BBG000BW90S6,c1ad8284-45de-468f-8a37-271f254ae601,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
4,RELY,SPBXM,BBG012C7JST2,fb4f9c78-ba9a-4733-be60-50d6eacea5e0,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
5,MDT,SPBXM,BBG000BNWG87,2de14a4a-d4f9-4e0a-9039-625e3ab128b4,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
6,AJG,SPBXM,BBG000BBHXQ3,cb9f9c90-81b0-43fc-951f-9983de0c47b5,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
7,GWRE,SPBXM,BBG001C7PM75,84593bea-c463-4c4c-bce1-c205af710844,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
8,PAYC,SPBXM,BBG0064N0ZZ5,f9259587-5304-42ee-9ec6-c4abfeece909,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
9,NCNO,SPBXM,BBG014GJ8XH2,cd960c45-ed30-4236-8b2b-f42cf31e17ed,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
10,DNLI,SPBXM,BBG008P7F869,ca4bc3e7-8c3c-45e2-9a39-2bc4f48fd69c,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
11,MTD,SPBXM,BBG000BZCKH3,d24259f0-f199-4b2b-86ff-829f7c21051b,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
12,THS,SPBXM,BBG000GQGJT4,96ab509e-78a9-4b3d-b7ff-f17190e9d7f3,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
13,APH,SPBXM,BBG000B9YJ35,34501480-fdd6-4fc7-b3d5-712f77f5896e,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
14,AVT,SPBXM,BBG000BCPB71,a36e3012-035d-4ae2-be22-341d8a5901e2,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
15,DPZ,SPBXM,BBG000P458P3,70a38674-b8f6-456e-a312-85848126a71a,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
16,C,SPBXM,BBG000FY4S11,f78977df-a2d5-43e5-9eb5-5fc3a10f9d84,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_NOT_AVAILABLE_FOR_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
17,R,SPBXM,BBG000BRVP70,3ffc08e4-388d-4dce-8052-d0f5ff2ba549,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
18,IP,SPBXM,BBG000BM5SR2,1c7d3822-7da8-4545-a0bf-2210d51da8bc,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
19,KEX,SPBXM,BBG000BMQCP6,0cc152c1-9c2a-4e23-a74b-65d3be8127da,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
20,EPC,SPBXM,BBG000BRW644,43e8b1cb-c463-40e5-b93a-51776a73126f,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
21,WGO,SPBXM,BBG000BWS3F3,2cc17414-637c-485a-a187-0371d7d9c06a,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
22,BCRX,SPBXM,BBG000BLYWX6,78365878-89ce-48c6-aa52-cc2046c461b3,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
23,MLAB,SPBXM,BBG000BP3PW7,d5a4d59d-95be-4869-a382-c528261acbb3,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
24,VNT,SPBXM,BBG00RRGSJR4,8421874a-93cb-4998-af97-ee26287c59e8,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
25,ETD,SPBXM,BBG000BBVDT8,d3abd90c-0ab3-4ea0-9d5e-c75a48b609f0,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
26,KZIZP,MTQR,TCS007940839,9b5f01f6-b836-45e4-af1b-e23cbab34507,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_NORMAL_TRADING,True,rub,otc_ncc,True,True,False,0E-8,0E-8
27,OGN,SPBXM,BBG00ZQRGW24,ce4f9b0f-1918-495c-ae94-8c1fe5cdf655,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
28,BMY,SPBXM,BBG000DQLV23,02416f52-5a61-4701-88f6-03f978da7ae4,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
29,AVTR,SPBXM,BBG00G2HHYD7,2f72f234-a93d-4854-aa2d-85c646535737,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
30,WTW,SPBXM,BBG000DB3KT1,ddcce5ee-8f79-4d4b-aabd-9014e865a304,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
31,APLE,SPBXM,BBG006473QX9,a16bcbde-db7c-4c96-bd26-760d6bce9f53,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
32,CHE,SPBXM,BBG000C19QW1,6a41745f-eb22-46b5-a22f-f4d6ec160a4f,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
33,CTVA,SPBXM,BBG00BN969C1,014b1f89-58c6-4ac8-9e98-1571420bce14,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
34,TGTX,SPBXM,BBG000FVZQY1,99366be4-994d-45c2-977b-112f04ae78e7,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
35,PZZA,SPBXM,BBG000BFWF13,e154d6a4-c839-4e7f-95af-271cec71bd5e,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
36,LIFE,TQBR,TCS10A0JR514,40ca6061-9acc-40ec-9571-4c41b10730d9,shares,0.00500000,3,100,SECURITY_TRADING_STATUS_NORMAL_TRADING,True,rub,moex_extended,True,True,False,0E-8,0E-8
37,DATA,TQBR,TCS00A108ZR8,0b9afb23-280f-4fda-a7ad-816994959c6b,shares,0.02000000,2,1,SECURITY_TRADING_STATUS_NORMAL_TRADING,True,rub,moex_extended,True,True,False,2.00000000,2.00000000
38,DG,SPBXM,BBG000NV1KK7,12812d87-c131-45ba-9ac1-0d3c732a9233,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
39,DDS,SPBXM,BBG000BS4MP5,67c2069f-9da8-44b9-a524-508d10d6a8b9,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
40,RH,SPBXM,BBG002293PJ4,be1ad2d5-4374-4e4e-9a30-0ecf2be54625,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
41,BWA,SPBXM,BBG000BJ49H3,e8d1b48c-7c9e-4018-bc4b-933a1c42177e,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
42,CNH,SPBXM,TCS110545661,9723cd40-a247-4a04-8068-51fd74b3d5d9,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
43,IRM,SPBXM,BBG000KCZPC3,7ed63b51-c9d2-49c1-a21c-54397f1f0fb5,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
44,FATE,SPBXM,BBG000QP35H2,29215ae2-9d6c-450d-96e4-5627c69e3129,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
45,ABM,SPBXM,BBG000B9YYH7,458e56ee-b350-4a0b-892d-35c62014c41b,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
46,WSO,SPBXM,BBG000DJN7L9,bf2c1f6e-2e76-4335-97d5-37e374db292e,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
47,6690,SPBHKEX,BBG00Y6QRDM9,95d9f627-6b0c-4a73-b85a-5b3828b1a63e,shares,0.05000000,2,10,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,hkd,unknown,False,False,False,0E-8,0E-8
48,CENTA,SPBXM,BBG000KTYB56,9152dafe-a004-4820-ad97-89ea4a448907,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
49,CVM,SPBXM,BBG000H5G6L5,f13fc516-c155-4327-843f-0f620e01e57c,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
50,SNY,SPBXM,BBG000BBD5N1,78b68cd0-c01f-4223-8f23-51d1af6d1e43,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
51,FLGT,SPBXM,BBG00DR7LTG2,bbf021fc-d53e-49a9-b442-39d7f3a3bd2f,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
52,BOH,SPBXM,BBG000C8D8G9,9ca15d43-b476-4645-8df1-d6577848df0f,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
53,DXCM,SPBXM,BBG000QTF8K1,3bc178bd-f5ca-494e-a620-c66c09927e08,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
54,FAF,SPBXM,BBG000V78V75,fb9583dc-9690-4507-9521-6b0286fc0429,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
55,IRKT,TQBR,BBG000FWGSZ5,cfb50a23-2465-497e-bc7e-e4f0e042cf3d,shares,0.05000000,2,100,SECURITY_TRADING_STATUS_NORMAL_TRADING,True,rub,MOEX_DEALER_WEEKEND,True,True,False,2.00000000,2.00000000
56,OVV,SPBXM,BBG00R2NHQ65,797f46e6-707b-4c03-8082-a7a87d18092d,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
57,VAL,SPBXM,BBG010JW9K49,17fbad56-930e-421b-8e5e-e8ee82444519,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
58,BJ,SPBXM,BBG00FQ8T4G3,a7db18cb-2609-42ea-afce-2c928c744865,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
59,IRBT,SPBXM,BBG000HXJB21,d87c72e1-4d04-4554-8665-01b250091a17,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
60,ALE,SPBXM,BBG000CYW7N5,2d7f3b41-9632-41c0-87d9-0c6452aae76f,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
61,HPQ,SPBXM,BBG000KHWT55,2118809d-994e-422d-b0a1-7806eb4992ef,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
62,NTR,SPBXM,BBG00JM9XLN6,1829a1df-8848-426e-865e-4968e98c21ab,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
63,AOUT,SPBXM,BBG00QV8FS02,3e20bfa3-c019-4326-9ebc-c7b4cd4bb82f,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
64,SAGE,SPBXM,BBG0025X16Y5,95ff5e26-8344-449d-bd96-23e14e697d8d,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
65,BIGC,SPBXM,BBG00W1PSSJ0,8d820b8a-53b0-42ae-8eab-491607323749,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
66,HEAR,SPBXM,BBG000BM6N47,d82c215e-1c8c-498f-a942-01be511e05ce,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
67,1061,SPBHKEX,BBG000JHS2L3,79b4083a-ac6b-4be3-a533-442a8ee928f6,shares,0.01000000,2,100,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,hkd,unknown,False,False,False,0E-8,0E-8
68,CAT,SPBXM,BBG000BF0K17,4c34ff9c-5292-4b03-b812-b6a512aac1e1,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
69,YUMC,SPBXM,BBG00B8N0HG1,1222ff0b-ea25-4012-8a81-a7f8ab0dfeaa,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
70,VSMO,TQBR,BBG004S68CV8,e9139ddd-bf3c-4d03-a94f-ffdf7234c6be,shares,20.00000000,9,1,SECURITY_TRADING_STATUS_NORMAL_TRADING,True,rub,MOEX_DEALER_WEEKEND,True,True,False,2.00000000,2.00000000
71,AZTA,SPBXM,BBG000DX9JV7,3e6e6b7f-097d-4e8f-ae06-afd9e2af6118,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
72,BDTX,SPBXM,BBG00MS4Y0W9,1980be67-cc3b-4334-b980-3f0d2e0f2b22,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
73,WK,SPBXM,BBG007BVZ8H9,869ae4c3-4bcb-4032-9250-8139f371a65a,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
74,STWD,SPBXM,BBG000M1J270,546a6adb-fafd-4267-a6e9-2edb7011cfa6,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
75,UNAC,TQBR,BBG000Q7ZZY2,43666aea-a4df-46e1-a815-e5eccbc1fb3f,shares,0.00050000,4,1000,SECURITY_TRADING_STATUS_NORMAL_TRADING,True,rub,MOEX_DEALER_WEEKEND,True,True,False,2.00000000,2.00000000
76,TPR,SPBXM,BBG000BY29C7,7a1ace86-de53-472c-a2f0-ee82bcf36178,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
77,NTRS,SPBXM,BBG000BQ74K1,d84d1a7f-4ce4-4dda-9cce-1e4b60698367,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
78,SXI,SPBXM,BBG000BTT5B8,e3049169-ac06-4b59-9d89-0018cbd47c3a,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
79,PLXS,SPBXM,BBG000BRBX66,e2c86cb5-20b4-4ab5-9859-fa029344caa4,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
80,APPF,SPBXM,BBG008GC8CP6,2b244bef-2e62-45c4-ae83-ae2ec664b197,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
81,BLDP,SPBXM,BBG000BNJRZ8,83596e29-f523-41b8-b092-4ddaa2cdc97c,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
82,TT,SPBXM,BBG000BM6788,45269986-9152-4dc7-8c08-71f67c9405fe,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
83,NXST,SPBXM,BBG000DZJVH0,74513676-5ebd-4919-9244-026dafa71233,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
84,ARRY,SPBXM,BBG001V4SF46,598d9b07-3dff-4952-b0ea-9dfc8a21ddce,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
85,UPS,SPBXM,BBG000L9CV04,c2728f98-b50d-4be6-b90a-ba76d2561c96,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
86,MBUU,SPBXM,BBG005PXTR70,f436b110-f81a-4e43-b591-d7134c003003,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
87,ARI,SPBXM,BBG000NFPF36,d738a3b0-6440-4558-9380-c4dc40003f4a,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
88,ZBH,SPBXM,BBG000BKPL53,c71be2c1-0aeb-45cf-b3aa-a154e7f50b80,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
89,HSKA,SPBXM,BBG000BWFH48,fa5707a2-9a06-4d82-b5ee-27a4acde0869,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_NOT_AVAILABLE_FOR_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
90,CABO,SPBXM,BBG000F02T51,0a9f98ba-e9b2-40cf-b986-ccb587e88d83,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
91,FDX,SPBXM,BBG000BJF1Z8,970ba4a7-b33d-4c89-a838-0644e3a13a61,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
92,VKCO,TQBR,TCS00A106YF0,b71bd174-c72c-41b0-a66f-5f9073e0d1f5,shares,0.20000000,1,1,SECURITY_TRADING_STATUS_NORMAL_TRADING,True,rub,MOEX_PLUS_WEEKEND,True,True,True,2.00000000,2.00000000
93,CIAN@US,SPBEQRU,TCS0418T1088,02afac94-15ea-4586-b1da-8704b65daf2f,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
94,CNI,SPBXM,BBG000HS74G6,27d989f0-cc2f-436e-b613-cca64f978059,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
95,ZION,SPBXM,BBG000BX9WL1,92a81f1d-95a3-40f2-a1da-8f51c1f0ccdb,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
96,PARA,SPBXM,BBG000C496P7,74eb2eb0-d833-4e8b-965e-09a26431510a,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
97,DBX,SPBXM,BBG0018SLDN0,665cab9c-4871-480d-ba4e-d3ea57e07e2c,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
98,TTLK,TQBR,BBG000RJL816,76721c1c-52a9-4b45-987e-d075f651f1b1,shares,0.00050000,4,1000,SECURITY_TRADING_STATUS_NORMAL_TRADING,True,rub,moex_extended,True,True,False,0E-8,0E-8
99,CNP,SPBXM,BBG000FDBX90,edeab7d2-9a46-47c4-abec-585867359e66,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
100,SLAB,SPBXM,BBG000BB99S3,717ddee6-6204-4854-b4fb-17b9b6029060,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
101,ANSS,SPBXM,BBG000GXZ4W7,58b67524-fb54-4519-9d0d-bbe4edd9253a,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
102,SDGR,SPBXM,BBG000T88BN2,af036466-24ae-4b5b-b39b-3c2a108d158e,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
103,SJW,SPBXM,BBG000BT1ZY7,df0763ec-837f-446d-a0b6-0ccd3a28bedf,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
104,OSIS,SPBXM,BBG000BWPR54,dbb30d1d-4630-47d7-9417-a825d55fff3b,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
105,SIG,SPBXM,BBG000C4ZZ10,f7c9922d-d34a-4b1b-972c-fc3ebfa3a9a9,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
106,HA,SPBXM,BBG000BC4185,5d768b4a-211e-4ee8-b3e0-8d32cebbe608,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_NOT_AVAILABLE_FOR_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
107,CWH,SPBXM,BBG00D2Z7X83,e2c487ea-b83d-4493-a684-954fc05e01c6,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
108,CLBK,SPBXM,BBG003222R31,8a2fc26f-c443-4a6c-94ec-8a601e68b424,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
109,DLTR,SPBXM,BBG000BSC0K9,151089ed-f858-44fa-8079-1d32667d80c9,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
110,GTX,SPBXM,BBG00HY28P97,196cf251-3a43-4a95-bb5d-d5e46a602eeb,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
111,CHGG,SPBXM,BBG0014XR0N5,d8c913dd-089f-4824-8db8-978e242f48de,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
112,KVYO,SPBXM,BBG009WR3FL5,730e3633-8f45-4a46-8642-a8cb1ae9fdf3,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_NOT_AVAILABLE_FOR_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
113,FIXP@GS,SPBEQRU,TCS0835G2057,8b1ab266-71e2-4f11-829c-c596dcd0dcd8,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
114,LOW,SPBXM,BBG000BNDN65,b34959df-518b-433d-8f1c-78ea0daa16ad,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
115,MGNT,TQBR,BBG004RVFCY3,ca845f68-6c43-44bc-b584-330d2a1e5eb7,shares,0.50000000,1,1,SECURITY_TRADING_STATUS_NORMAL_TRADING,True,rub,MOEX_DEALER_WEEKEND,True,True,True,2.00000000,2.00000000
116,AZO,SPBXM,BBG000C7LMS8,2a828e19-88a0-4c1a-8f48-bdd6b5e2f903,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
117,GS,SPBXM,BBG000C6CFJ5,7e2b23b7-f99f-477c-84b3-ae7775c489ef,shares,0.01000000,2,1,SECURITY_TRADING_STATUS_BREAK_IN_TRADING,True,usd,unknown,False,False,False,0E-8,0E-8
